Identifiant;Nom Etablissement;CodePostal;Code APE;Libelle APE;coordonnees_x;coordonnees_y;COORDONNEE
1ere Avenue 13eme rue;;;;;;;
064.02078;KNAUF SUD EST Rousset;13106;2223Z;Fabrication d'éléments en matières plastiques pour la construction;866130;1836684;
064.02263;ONYX La Barasse;13011;3811Z;Collecte des déchets non dangereux;846880;1815839;
75600293;GAEC DE KERYANO;29720;0147Z;Élevage de volailles;99800;2345511;
249.00008;FIMM;89303;2822Z;Fabrication de matériel de levage et de manutention;677256.94611319;2331520.5002346;
301.00209;MULTI CHOC;27210;3831Z;Démantèlement d'épaves;456514.71;2482162.53;
065.03349;SOMEC;78200;3530Z;Production et distribution de vapeur et d'air conditionné;552445.11;2444097.19;
057.02394;PLASTIC OMNIUM AUTO EXTERIEUR;52206;2229A;Fabrication de pièces techniques à base de matières plastiques;825318.61597191;2321750.566014;
057.03021;NEXANS FUMAY;8170;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;769951;2557732;
065.05940;SANITRA SERVICES PERSAN;95340;3700Z;Collecte et traitement des eaux usées;596591.35;2461858.47;
058.00757;GDE Louviers (Guy Dauphin Environnement);27400;3832Z;Récupération de déchets triés;515455.74;2469600.13;
055.08400;LE MOAL Lucas RECUP'29;29610;3821Z;Traitement et élimination des déchets non dangereux;154600;2413799;
058.01045;SI.DE.FO;76740;1081Z;Fabrication de sucre;492874;2536048;
059.00244;KME FRANCE;25870;2444Z;Métallurgie du cuivre;877489;2265060;
053.00324;SOMEC;14730;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;408139;2469154;
068.03809;VINOVALIE;81600;8292Z;Activités de conditionnement;565368;1876326;
059.01015;BOURBON AUTOMOTIVE PLASTICS;39170;2229A;Fabrication de pièces techniques à base de matières plastiques;864957.78921665;2161353.6546063;
2 rue Ampère;95420;ILE-DE-FRANCE;;;Commerce de détail d'équipements automobiles;;
055.00376;BELDIS;22800;1012Z;Transformation et conservation de la viande de volaille;213522;2390368;
061.03381;INDUSTEEL Loire -  site de CHATEAUNEUF;42803;2410Z;Sidérurgie;779634.47700537;2050350.5216619;
061.03396;Manufacture Française des Pneumatiques Michelin - Usine de Roanne;42335;2211Z;Fabrication et rechapage de pneumatiques;736050;2119825;
061.03467;SCEMM;42030;2841Z;Fabrication de machines-outils pour le travail des métaux;762560;2048545;
061.03470;CHROMAGE INDUSTRIEL DU CENTRE;42100;2561Z;Traitement et revêtement des métaux;760490;2050541;
072.04489;ESAT LES ATELIERS DE LA VIGERIE;17350;3821Z;Traitement et élimination des déchets non dangereux;470092.34320394;2097686.9210804;
090.00095;Société Française Donges-Metz-Station de pompage;55800;5210B;Entreposage et stockage non frigorifique;797120;2430880;
062.01958;HÔPITAL BEL AIR;57100;3530Z;Production et distribution de vapeur et d'air conditionné;879029;2490830;
064.00312;ISNARD TRANS-ALCOOL;6130;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;970214;1860624;
063.01089;CHAUFFERIE ZUP ALLONNES;72700;3530Z;Production et distribution de vapeur et d'air conditionné;437406;2332137;
061.06678;CANDIA;42350;1051A;Fabrication de lait liquide et de produits frais;763517.55;2054870.49;
061.08528;PIROUX INDUSTRIE;1370;2920Z;Fabrication de carrosseries et remorques;827847;2147300;
052.06189;VILGO;24102;3250A;Fabrication de matériel médico-chirurgical et dentaire;460286;1985511;
064.01097;SCA CC LES VIGNERONS DE CAMPERDRIX;84380;1102B;Vinification;823885;1899159;
062.01093;AUTO-CORNY;57680;4511Z;Commerce de voitures et de véhicules automobiles légers;872080;2454190;
49002291;VARENNE (EARL LA) Mr GAUDICHEAU;49670;0147Z;Élevage de volailles;378213;2249900;
057.01610;RESINOPLAST;51683;2016Z;Fabrication de matières plastiques de base;728388.7;2471146.35;
067.01921;Usine de Gundershoffen;67110;2223Z;Fabrication d'éléments en matières plastiques pour la construction;991063;2405001;
061.04549;NTN-SNR Usine d'ARGONAY;74370;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;893300;2112000;
067.02408;C.S.D.N.D. de Châtenois;67730;3821Z;Traitement et élimination des déchets non dangereux;973397;2376672;
065.03272;SUMCO FRANCE SAS;78520;321C;Fabrication de composants électroniques actifs;554415;2447082;
065.04022;NICOSOFRA;91005;321A;Fabrication de composants passifs et de condensateurs;607850;2403187;
058.00305;TOURRES & Cie;76600;2313Z;Fabrication de verre creux;495438.62560655;2478997.4994561;
061.05179;TERRALYS Usine Inveko;42590;3821Z;Traitement et élimination des déchets non dangereux;737313;2105147;
061.05217;Etablissement de CHARVIEU;38230;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;819463;2087196;
062.00130;GSM Velle/Crévechamps;54290;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;890690;2399331;
058.00484;INOXYDA;76140;2454Z;Fonderie d'autres métaux non ferreux;506499;2493465;
062.01724;SEDE ENVIRONNEMENT (site de Vannecourt 57);57340;3821Z;Traitement et élimination des déchets non dangereux;907966.22;2439171.99;
068.02487;TOUPNOT;65100;1013A;Préparation industrielle de produits à base de viande;405678;1790705;
059.00365;BOST GARNARCHE INDUSTRIES;25820;2573B;Fabrication d'autres outillages;894398;2262622;
068.03481;RAGT SEMENCES;12450;1061B;Autres activités du travail des grains;614024;1916374;
100.00565;PREMIER REFRACTORIES FRANCE;36500;262L;Fabrication de produits céramiques réfractaires;530431;2210335;
067.00500;SN CLELIAL COLOR;68140;2599B;Fabrication d'autres articles métalliques;959662;2349247;
070.06047;La Compagnie des Vétérinaires;59157;3832Z;Récupération de déchets triés;674789;2572232;
072.01320;IDEAL STANDARD INDUSTRIES FRANCE;16160;2342Z;Fabrication d'appareils sanitaires en céramique;431473;2077110;
79500025;GAEC PASQUIER;79140;0147Z;Élevage de volailles;374485;2208322;
051.03615;DYKA;80220;2319Z;Fabrication et façonnage d'autres articles en verre -  y compris verre technique;543900;2554800;
182.00064;INITIAL BTB;11590;9601A;Blanchisserie-teinturerie de gros;653934;1804878;
070.00833;SBME (Sté Boulonnaise Matériaux Enrobés);62230;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;548186;2633422;
063.01828;GRTgaz - Station de compression d'AUVERS-LE-HAMON;72300;4950Z;Transports par conduites;397642;2323891;
072.06514;Majencia;79300;3101Z;Fabrication de meubles de bureau et de magasin;384003;2208374;
074.02231;AMCOR FLEXBILES SAINT MAUR;94106;1812Z;Autre imprimerie (labeur);611861;2422410;
074.02355;STEP - Marne Aval;93160;3700Z;Collecte et traitement des eaux usées;613312;2428173;
074.04491;SOGARIS;94514;6820B;Location de terrains et d'autres biens immobiliers;601748.08;2417006.41;
074.04437;costella sa;93300;3832Z;Récupération de déchets triés;602747;2434986;
070.05150;Déchèterie de Dainville;62000;3811Z;Collecte des déchets non dangereux;627700;2588516;
090.00021;BA 115 Orange-Caritat;84871;8422Z;Défense;801952.97231735;1907494.6209764;
090.00115;1° RHC;57373;8422Z;Défense;957705;2430229;
090.00201;9ème BSAM - Site du Quartier VERGNES;82000;8422Z;Défense;521760;1891693;
090.00223;DEA Orange;84871;8422Z;Défense;801294.83867961;1906850.3870982;
100.00038;Usines de Rosieres;18400;2751Z;Fabrication d'appareils électroménagers;593850;2217500;
100.00434;Labortoires Sophartex;28501;2120Z;Fabrication de préparations pharmaceutiques;528699.58;2414059.09;
100.00451;Sucrerie de TOURY;28310;1081Z;Fabrication de sucre;572537.046;2363139.08;
100.00692;KNAUF INDUSTRIE OUEST;37120;2222Z;Fabrication d'emballages en matières plastiques;446838;2227230;
100.01574;ELVIA PCB Etablissement de Bellegarde;45270;2611Z;Fabrication de composants électroniques;608672;2332465;
064.01030;EUROPIECES;13270;4532Z;Commerce de détail d'équipements automobiles;808849.51318536;1833695.9647375;
100.04861;Carrière de Ouzouer sur Loire;45570;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;610811;2307381;
100.06578;TERRES DE BERRY;18000;3821Z;Traitement et élimination des déchets non dangereux;603584;2232587;
22220233;EARL DE KERVELEN;22110;0147Z;Élevage de volailles;185137;2374810;
062.01564;Seita groupe Altadis;57000;1200Z;Fabrication de produits à base de tabac;879979;2464744;
100.08747;PAREXGROUP S A;45330;2364Z;Fabrication de mortiers et bétons secs;605377;2366015;
100.09037;NEXTER MUNITIONS;18000;2540Z;Fabrication d'armes et de munitions;606670;2230140;
100.11323;Broyage du Val de Loire;37310;3832Z;Récupération de déchets triés;492349;2248450;
49000087;BOUCHONNEAU (EARL);49280;0146Z;Élevage de porcins;350375;2230351;
103.00261;SYTRAD - Centre de valorisation d'Etoile sur Rhône;26800;3821Z;Traitement et élimination des déchets non dangereux;799215.72;1982277.73;
104.00025;PRYSMIAN Group;38232;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;821642.11517594;2088325.9853384;
104.00075;ALFI;38800;2011Z;Fabrication de gaz industriels;865209.80163824;2019543.2003629;
104.00236;tabard autos demolition;38290;3831Z;Démantèlement d'épaves;818507.8;2075716.62;
10430022;SCEA des Arsons;10700;0146Z;Élevage de porcins;730900;2405600;
106.00070;DELABRE SAS;69700;3832Z;Récupération de déchets triés;792338.73615992;2065880.5747818;
106.00330;THB SAS;69150;3831Z;Démantèlement d'épaves;803882;2089030;
49002375;earl la joliviere;49110;0147Z;Élevage de volailles;341675;2261076;
108.00314;Hypermarché CORA;74500;4711F;Hypermarchés;922070.53361986;2163054.9285134;
126.00105;SKF Aerospace France;39000;3030Z;Construction aéronautique et spatiale;848115.54;2191590.61;
85165000;STE DAVIET Père et Fils;85140;0147Z;Élevage de volailles;335571;2205563;
75560290;SCEA DE GOASTOM;56110;0147Z;Élevage de volailles;158000;2365799;
22074137;EARL RAOULT;22320;0146Z;Élevage de porcins;199710;2382616;
22076146;SCEA DE LA VILLE POISSIN;22550;0146Z;Élevage de porcins;252300;2406200;
75600433;LANOE;56420;0147Z;Élevage de volailles;227712;2327210;
75600449;SCEA OEUF DE KERVILLE;56120;0147Z;Élevage de volailles;233988;2337800;
75640008;EARL DE PEYROULET;40320;0146Z;Élevage de porcins;371946;1852623;
221.00049;SARA;97122;5210B;Entreposage et stockage non frigorifique;650674.3986759;1798214.6602156;
22208266;HUET PHILIPPE;22830;0146Z;Élevage de porcins;277874;2375670;
25531010;FROMAGERIE DE CLERVAL;25340;1051C;Fabrication de fromage;914221.3;2275063.41;
282.00002;Imprimerie LEONCE DEPREZ;62128;1812Z;Autre imprimerie (labeur);638248;2583656;
282.00058;WEEE METALLICA;62330;3832Z;Récupération de déchets triés;609410;2625370;
284.00115;Château Blanc Marcq-en-Baroeul;59704;1071A;Fabrication industrielle de pain et de pâtisserie fraîche;655137.25;2632015.33;
29149113;GAEC de KEROUMEL;29290;0146Z;Élevage de porcins;89836;2407611;
29188509;CAPITAINE HOUAT;29630;1020Z;Transformation et conservation de poisson -  de crustacés et de mollusques;146481.78;2429853.6;
29293010;S.F.V.;29910;1012Z;Transformation et conservation de la viande de volaille;137988;2335625;
400.00024;Electricité de Mayotte (EDM) Centrale des Badamiers;97615;3511Z;Production d'électricité;7779298.2312791;-3614496.937775;
44041042;SCEA LEMOINE;44118;0147Z;Élevage de volailles;300374;2239989;
54900308;MAUSSIONNAIE (SCEA DE LA);49440;0146Z;Élevage de porcins;345912;2298313;
54900839;ERDRE (GAEC DE L');49440;0147Z;Élevage de volailles;339700;2288962;
54902029;PONANT (EARL DU);49600;0147Z;Élevage de volailles;345744;2244438;
54902253;CHUPIN (EARL);49660;0147Z;Élevage de volailles;337637;2232287;
572.00234;PLU Alexandre;72240;0147Z;Élevage de volailles;420300;2348200;
056.01634;SICTOM DES COUZES;63320;3811Z;Collecte des déchets non dangereux;651000;2062750;
057.01743;POREAUX;51520;1623Z;Fabrication de charpentes et d'autres menuiseries;747574.94;2444096.53;
057.01760;SUN DESHY Site de SOUDRON;51320;1091Z;Fabrication d'aliments pour animaux de ferme;736800;2428400;
064.05394;CARAUTOROUTES;84550;4730Z;Commerce de détail de carburants en magasin spécialisé;791200;1914100;
058.00485;Assistance Technique Maintenance Nettoyage;76430;2814Z;Fabrication d'autres articles de robinetterie;456663;2501622;
058.04281;INITIAL;27930;9601A;Blanchisserie-teinturerie de gros;514100;2451467;
058.04760;BIOGAZ DE GAILLON;27600;3821Z;Traitement et élimination des déchets non dangereux;528273.77;2463408.74;
065.02168;OFFREDY SA;77330;2561Z;Traitement et revêtement des métaux;626096.54899378;2418741.0434341;
059.00706;BOST GARNARCHE INDUSTRIES;39600;2573B;Fabrication d'autres outillages;861711;2217158;
070.00843;MALAQUIN SAS;59230;3821Z;Traitement et élimination des déchets non dangereux;676312;2604658;
070.00851;Laminés Marchands Européens;59125;2410Z;Sidérurgie;682162.86;2593306.64;
070.02964;Boralex Blendecques SAS;62575;3530Z;Production et distribution de vapeur et d'air conditionné;595779.03;2635664.47;
070.04092;SARL IBANEZ PERE ET FILS;59195;3832Z;Récupération de déchets triés;679479.71;2596820.31;
070.04228;REVIVAL;59320;3831Z;Démantèlement d'épaves;647740.45;2625982.4;
071.00113;ETABLISSEMENT DU GOL;97450;1081Z;Fabrication de sucre;146690.83674948;18914.894899595;
072.01380;ORECO;16100;5210B;Entreposage et stockage non frigorifique;392600;2080700;
072.01781;CENTRE OUEST CEREALES;86190;4621Z;Commerce de gros (commerce interentreprises) de céréales -  de tabac non manufacturé -  de semences et d'aliments pour le bétail;420000;2187700;
067.00450;SOCIETE EUROPEENNE DE STOCKAGE;67000;5210B;Entreposage et stockage non frigorifique;1003053.6;2413656.5;
072.02098;CARTONNERIE DE BOEME;16400;1712Z;Fabrication de papier et de carton;424898;2069566;
100.03702;CSD de Saint Aignan des Gués;45460;;non renseigné;598700;2315675;
75100299;Ets NICOLY;22720;;non renseigné;196523;2397273;
75200391;DOMAINE DE L'ORME;45510;;non renseigné;589600;2310700;
15 Rue de Calouet;22600;BRETAGNE;Installations autonomes de traitement des eaux industrielles usées provenant d'une ou de plusieurs des activités énumérées dans la présente annexe d'une capacité de 10 000 m3 par jour;;Collecte et traitement des eaux usées;5.(g);
070.00137;BRACQ IMPRESSION;59129;1330Z;Ennoblissement textile;674411;2578527;
057.01887;Salzgitter Mannesmann Precision Etirage;51303;2420Z;Fabrication de tubes -  tuyaux -  profilés creux et accessoires correspondants en acier;765815;2416253;
057.02070;AL-BABTAIN FRANCE SAS;10121;4222Z;Construction de réseaux électriques et de télécommunications;727200;2365400;
057.02992;CRISTANOL;51110;2014Z;Fabrication d'autres produits chimiques organiques de base;733376;2484777;
058.00320;HYPERTAC;76410;2733Z;Fabrication de matériel d'installation électrique;503274.12716323;2478848.4378459;
058.00334;TECUMSEH-EUROPE Etablissement de Barentin;76360;2711Z;Fabrication de moteurs -  génératrices et transformateurs électriques;499932;2506807;
058.00409;Renault Sandouville;76051;2910Z;Construction de véhicules automobiles;453442;2501866;
058.00441;Chapelle Darblay;76530;1712Z;Fabrication de papier et de carton;503683.89;2486427.2;
058.00495;Unité de Valorisation Energétique VESTA;76120;3821Z;Traitement et élimination des déchets non dangereux;505226.33;2493228.78;
052.00447;BARDINET;33290;1101Z;Production de boissons alcooliques distillées;366714;1996252;
052.01748;FINSA FRANCE SAS;40110;1621Z;Fabrication de placage et de panneaux de bois;340666.28;1896082.92;
070.00812;MONTPELLIER;59000;1330Z;Ennoblissement textile;649879;2626887;
052.02771;TOTAL S.A - CSTJF;64018;7219Z;Recherche-développement en autres sciences physiques et naturelles;384712;1816714;
058.01219;PLASTUNI NORMANDIE;76550;2222Z;Fabrication d'emballages en matières plastiques;506126;2545340;
052.06936;SAS SADT;;;;;;
058.01970;ETHYPHARM;76121;2120Z;Fabrication de préparations pharmaceutiques;506629.34;2489335.27;
058.02526;GARAGE SAINT CLAIR;76770;4511Z;Commerce de voitures et de véhicules automobiles légers;612165.24;2474989.72;
070.03033;SAS SATEL;59135;7729Z;Location et location-bail d'autres biens personnels et domestiques;675312;2598100;
058.03081;Enviro' DECLERCQ;76260;4312A;Travaux de terrassement courants et travaux préparatoires;534716.51;2557029.77;
054.00359;DEROMEDI CARRIERES;58220;0811Z;Extraction de pierres ornementales et de construction -  de calcaire industriel -  de gypse -  de craie et d'ardoise;665823.65;2272682.82;
058.03533;ATHALYS;76300;3822Z;Traitement et élimination des déchets dangereux;508174;2491226;
058.03912;PLATEFORME LOGISTIQUE TOTAL Lubrifiants;76120;5210B;Entreposage et stockage non frigorifique;505720;2490781;
059.00518;UNAP;25303;8810C;Aide par le travail;904791.69736791;2220338.3360922;
059.00544;APERAM Stainless Services & Solutions PRECISION;25150;2410Z;Sidérurgie;934600;2274499;
059.00645;FAURECIA Beaulieu - Site de Production;25350;2932Z;Fabrication d'autres équipements automobiles;938703.20197681;2281665.5804946;
070.02374;esterra;59211;3811Z;Collecte des déchets non dangereux;645403;2622300;
070.02417;VANYWAEDE;59180;2444Z;Métallurgie du cuivre;601137.4;2667419.87;
059.00854;LUCITE International France;39130;2221Z;Fabrication de plaques -  feuilles -  tubes et profilés en matières plastiques;862873;2179608;
106.00187;AD majoris;69550;2016Z;Fabrication de matières plastiques de base;758019;2115167;
