NOM POLLUANT;QUANTITE;COORDONNEE;IDENTIFIANT;COORDONNEE;Nom Etablissement
Ammoniac (NH3);113000;48.3981399812, -2.73249381793;22281115;48.3981399812, -2.73249381793;Compagnie de CogÃ©nÃ©ration de la Braye
Ammoniac (NH3);146800;48.4177889347, -3.0654205796;22284019;48.4177889347, -3.0654205796;AUCHAN SÃ¨te
Ammoniac (NH3);134700;48.4177889347, -3.0654205796;22284104;48.4177889347, -3.0654205796;VAL'AURA
Ammoniac (NH3);67400;48.2473454163, -2.55196889758;22292006;48.2473454163, -2.55196889758;DEPOT PETROLIER DE PORTES-LES-VALENCE
Ammoniac (NH3);114200;48.3591562762, -2.52459851551;22296095;48.3591562762, -2.52459851551;SEVIA
Ammoniac (NH3);114600;48.2663717923, -2.15833820019;22305001;48.2663717923, -2.15833820019;SCEA du PrÃ© aux Auges
Ammoniac (NH3);85800;48.4817226671, -3.10333882692;22322020;48.4817226671, -3.10333882692;EARL DU TUMULUS
Ammoniac (NH3);10300;48.3876076252, -3.38851540614;22328088;48.3876076252, -3.38851540614;EARL COUE
Ammoniac (NH3);100700;48.3876076252, -3.38851540614;22328172;48.3876076252, -3.38851540614;CHOLET RECUPER
Ammoniac (NH3);38400;48.2724621789, -3.10504200794;22334060;48.2724621789, -3.10504200794;SARA DÃ©grad des Cannes
Ammoniac (NH3);130000;48.2724621789, -3.10504200794;22334071;48.2724621789, -3.10504200794;CARRIERE PLUCHART
Ammoniac (NH3);40700;48.4250667506, -3.06884071742;22335007;48.4250667506, -3.06884071742;Astra Plastique
Ammoniac (NH3);33300;48.4250667506, -3.06884071742;22335092;48.4250667506, -3.06884071742;PHOENIX SERVICES FRANCE Agence de Saint-Saulve
Ammoniac (NH3);34800;48.4250667506, -3.06884071742;22335095;48.4250667506, -3.06884071742;RHONE GAZ
Ammoniac (NH3);172800;48.3324148175, -2.33974719481;22337214;48.3324148175, -2.33974719481;entremont
Ammoniac (NH3);61400;48.3082705626, -3.47505557848;22344149;48.3082705626, -3.47505557848;GALYS
Ammoniac (NH3);75600;48.3005871488, -3.5161733237;22351045;48.3005871488, -3.5161733237;Befesa Valera
Ammoniac (NH3);12100;48.1999892672, -2.28863043897;22371001;48.1999892672, -2.28863043897;EARL DE TANOUEL DELALANDE
Ammoniac (NH3);41100;48.6176108959, -2.98621816332;22375002;48.6176108959, -2.98621816332;CARROSSERIE CORSETTI
Ammoniac (NH3);36000;48.6558107078, -3.05812526202;22378012;48.6558107078, -3.05812526202;ONDAINE METAUX
Ammoniac (NH3);12200;48.3888310425, -2.06405793742;22380049;48.3888310425, -2.06405793742;SociÃ©tÃ© ForÃ©zienne d'Abattage
Ammoniac (NH3);14600;48.7577801722, -3.36705011995;22381028;48.7577801722, -3.36705011995;SAS LAFLUTTE
Ammoniac (NH3);360700;48.7552056933, -3.22941868009;22383027;48.7552056933, -3.22941868009;VALRHONA site Guironnet
Ammoniac (NH3);74500;48.3478186497, -2.17579103921;22391089;48.3478186497, -2.17579103921;SOBREC
Ammoniac (NH3);39000;48.3478186497, -2.17579103921;22391169;48.3478186497, -2.17579103921;FENNETEAU Michel
Ammoniac (NH3);21400;48.3478186497, -2.17579103921;22391176;48.3478186497, -2.17579103921;La Liane Charcuterie du Terroir
Ammoniac (NH3);13900;45.2915838797, 0.749722823229;24002011;45.2915838797, 0.749722823229;PROLOGIS FRANCE XLV Eurl
Ammoniac (NH3);159500;44.9627492977, 0.888447010416;24217039;44.9627492977, 0.888447010416;OBLED SACSUM
Ammoniac (NH3);154300;45.3461797824, 0.869006143178;24308102;45.3461797824, 0.869006143178;SOCOMORE
Ammoniac (NH3);133400;44.9583868815, 1.27943852982;24392040;44.9583868815, 1.27943852982;tissavel international
Ammoniac (NH3);81900;46.8856736931, 6.23694645452;25041300;46.8856736931, 6.23694645452;BRJ emballage
Ammoniac (NH3);32100;47.0198269567, 6.1108362237;25070026;47.0198269567, 6.1108362237;IBM
Ammoniac (NH3);195800;47.0544634723, 6.59933200071;25240390;47.0544634723, 6.59933200071;VERNICOLOR
Ammoniac (NH3);377100;47.0359049102, 6.12420451769;25241510;47.0359049102, 6.12420451769;MERIAL Centre de Recherche de Saint-Vulbas
Ammoniac (NH3);22600;44.9759079802, 5.10924579353;26000001;44.9759079802, 5.10924579353;IMMARK FRANCE SAS
Ammoniac (NH3);13400;45.0782146468, 5.17944882727;26000006;45.0782146468, 5.17944882727;SIRA
Ammoniac (NH3);63300;45.1418963527, 5.05553259928;26014906;45.1418963527, 5.05553259928;Saint-Gobain Emballage Usine de Saint-Romain Le Puy
Ammoniac (NH3);11300;44.8230342286, 5.03974135643;26032906;44.8230342286, 5.03974135643;MC CAIN ALIMENTAIRE SAS
Ammoniac (NH3);30100;44.8993895809, 5.01975746539;26064533;44.8993895809, 5.01975746539;STAL
Ammoniac (NH3);60700;44.8993895809, 5.01975746539;26064927;44.8993895809, 5.01975746539;Etablissement de LYON
Ammoniac (NH3);28200;44.5927635599, 4.94993584978;26078935;44.5927635599, 4.94993584978;VIGNOBLES DU PELOUX
Ammoniac (NH3);150200;45.0071502723, 5.09079135467;26088933;45.0071502723, 5.09079135467;CAPSUGEL
Ammoniac (NH3);109700;45.0071502723, 5.09079135467;26088941;45.0071502723, 5.09079135467;PERIN FRERES et SARL COGENERATION SEDAN
Ammoniac (NH3);105300;45.0782146468, 5.17944882727;26129992;45.0782146468, 5.17944882727;PAPETERIES DU LEMAN
Ammoniac (NH3);27000;45.0391766017, 5.19765524655;26149951;45.0391766017, 5.19765524655;Ferro Couleurs France
Ammoniac (NH3);41600;45.0391766017, 5.19765524655;26149952;45.0391766017, 5.19765524655;EUROSTAMP SAS
Ammoniac (NH3);32700;44.83377031, 4.97501067677;26206981;44.83377031, 4.97501067677;MOMENTIVE SPECIALTY CHEMICALS SAS
Ammoniac (NH3);38900;45.1118478549, 5.14816730254;26225990;45.1118478549, 5.14816730254;CRAY-VALLEY
Ammoniac (NH3);31500;44.9131334316, 5.10444419361;26232927;44.9131334316, 5.10444419361;MICHELIN - Usine d'EPINAL
Ammoniac (NH3);31000;45.0703238885, 5.13366066869;26323939;45.0703238885, 5.13366066869;GALLOO FRANCE DIEPPE
Ammoniac (NH3);222600;44.6005525695, 4.78262826313;26339930;44.6005525695, 4.78262826313;MILTON ROY EUROPE
Ammoniac (NH3);10300;44.9323500752, 4.89580934634;26362946;44.9323500752, 4.89580934634;ChÃ¢teau du Tariquet
Ammoniac (NH3);329800;49.0953540508, 1.27841104972;27025952;49.0953540508, 1.27841104972;SMATUV (Site de la Blancharderie)
Ammoniac (NH3);124900;49.0451866723, 0.857342069126;27040151;49.0451866723, 0.857342069126;FROMAGERIE BEL PRODUCTION FRANCE
Ammoniac (NH3);14200;49.1007463954, 0.885202953636;27164116;49.1007463954, 0.885202953636;IN-LHC
Ammoniac (NH3);67000;48.8811876539, 1.14068749609;27172012;48.8811876539, 1.14068749609;COMMUNAUTE DE COMMUNES DU VILLEFRANCHOIS
Ammoniac (NH3);93100;48.9145918954, 1.20745914524;27260003;48.9145918954, 1.20745914524;FERS
Ammoniac (NH3);257800;48.9768711958, 1.19273265373;27306052;48.9768711958, 1.19273265373;CCOG dÃ©charge de Saint-Laurent du Maroni
Ammoniac (NH3);39800;48.7759810138, 1.19427603866;27378121;48.7759810138, 1.19427603866;S2C
Ammoniac (NH3);66800;48.9711136855, 0.835445803259;27618091;48.9711136855, 0.835445803259;SARL RANNOU
Ammoniac (NH3);130500;48.1951255327, 0.893396940566;28018170;48.1951255327, 0.893396940566;SARL ENTZ
Ammoniac (NH3);43100;48.2314058913, 0.854549100126;28111104;48.2314058913, 0.854549100126;SCA LA GRANDE COLOMBIE
Ammoniac (NH3);90900;48.7746511355, 1.55525347323;28185050;48.7746511355, 1.55525347323;SCEA du Mont aux Roux
Ammoniac (NH3);53700;48.2994048974, 1.24582319389;28196179;48.2994048974, 1.24582319389;SAS SETEX
Ammoniac (NH3);92800;48.3299183529, 1.65820498803;28383098;48.3299183529, 1.65820498803;STEP - Avignon - Le Pontet - Villeneuve les Avignon - Les Angles
Ammoniac (NH3);50800;48.6007459579, 1.3786233257;28393135;48.6007459579, 1.3786233257;BERGER Vincent
Ammoniac (NH3);92900;47.9001499042, -3.44339118946;29002063;47.9001499042, -3.44339118946;CHAMPS CLERIS (SCEA des)
Hydroflurocarbures (HFC);464302;47.9374465325, -3.70079157321;29004023;47.9374465325, -3.70079157321;DILANGE
Ammoniac (NH3);86800;48.4993838359, -4.50561652751;29015168;48.4993838359, -4.50561652751;CEPROVIA
Ammoniac (NH3);12900;48.4773656869, -4.71649297876;29017059;48.4773656869, -4.71649297876;GARE OCCASION 88
Ammoniac (NH3);41400;48.2551201909, -3.89019970475;29033051;48.2551201909, -3.89019970475;EDF - Centre de Production de LA MAXE
Ammoniac (NH3);97500;48.5084044928, -4.54245155025;29035023;48.5084044928, -4.54245155025;MAXIVAL
Ammoniac (NH3);26200;48.5084044928, -4.54245155025;29035044;48.5084044928, -4.54245155025;FROMAGERIE RENARD GILLARD
Ammoniac (NH3);40800;48.1701462061, -3.97166325275;29062078;48.1701462061, -3.97166325275;TDV INDUSTRIES
Ammoniac (NH3);18000;48.5509197391, -3.96276373884;29068110;48.5509197391, -3.96276373884;Compagnie Commerciale de Manutention PÃ©troliÃ¨re
Ammoniac (NH3);75000;48.5509197391, -3.96276373884;29068188;48.5509197391, -3.96276373884;Fromageries Lescure Usine de St-Michel
Ammoniac (NH3);106500;48.5509197391, -3.96276373884;29068251;48.5509197391, -3.96276373884;AUBERT & DUVAL - Site de Firminy
Ammoniac (NH3);20200;48.2743245052, -3.6287503253;29089037;48.2743245052, -3.6287503253;MOTTET Patrice
Ammoniac (NH3);22000;48.5693234221, -4.41946575442;29093004;48.5693234221, -4.41946575442;AEP GROUP
Ammoniac (NH3);118400;48.2743245052, -3.6287503253;29102009;48.2743245052, -3.6287503253;GALLAZZI France ( ex CEDULIOSE )
Ammoniac (NH3);70900;48.2262324273, -3.72893716631;29102011;48.2262324273, -3.72893716631;CHIMIOTECHNIC VÃ©nissieux
Ammoniac (NH3);35000;48.647384624, -3.71693596331;29113154;48.647384624, -3.71693596331;TEINTURES IMPRESSIONS DE LYON
Ammoniac (NH3);14200;48.4973960416, -4.20261973124;29116011;48.4973960416, -4.20261973124;Daffos et BaudassÃ©
Ammoniac (NH3);50000;48.570052756, -4.52204887765;29117003;48.570052756, -4.52204887765;EARL DU CAMBLEN
Ammoniac (NH3);65500;48.474061743, -4.64020557961;29119084;48.474061743, -4.64020557961;SARL FrÃ©dÃ©ric BASTIN et Fils
Ammoniac (NH3);30600;48.1919251651, -3.89754805935;29123099;48.1919251651, -3.89754805935;GDE ST ETIENNE
Ammoniac (NH3);73500;48.4705178502, -4.09361341894;29128010;48.4705178502, -4.09361341894;Alfa Laval Vicarb SAS
Ammoniac (NH3);187800;48.4705178502, -4.09361341894;29128064;48.4705178502, -4.09361341894;EARL DU CLOS DU PUITS
Ammoniac (NH3);66200;47.9362934864, -3.47821831896;29136124;47.9362934864, -3.47821831896;CENTRE HOSPITALIER MOULINS YZEURE
Ammoniac (NH3);67100;48.1816178391, -4.02730923192;29142051;48.1816178391, -4.02730923192;MAISADOUR - Begaar
Ammoniac (NH3);54000;48.4654566103, -4.56885087767;29149113;48.4654566103, -4.56885087767;SCA CAVE DE LOUMARIN CADENET
Ammoniac (NH3);20200;48.2261848844, -3.96926993451;29162107;48.2261848844, -3.96926993451;Visteon SystÃ¨mes IntÃ©rieurs
Ammoniac (NH3);10100;48.2261848844, -3.96926993451;29162356;48.2261848844, -3.96926993451;SARL SOTRALLE
Ammoniac (NH3);23100;48.5050848086, -3.87655499139;29163075;48.5050848086, -3.87655499139;LES BRONZES D'INDUSTRIES
Ammoniac (NH3);11500;48.0788157645, -4.19048480591;29169057;48.0788157645, -4.19048480591;RAILTECH INTERNATIONAL-DEPARTEMENT ARS
Ammoniac (NH3);61400;47.8399630179, -4.28636770672;29171014;47.8399630179, -4.28636770672;Cokes de Carling SAS
Ammoniac (NH3);90400;48.4341793103, -4.7310136495;29177008;48.4341793103, -4.7310136495;BEMIS LE TRAIT SAS
Ammoniac (NH3);66400;48.4341793103, -4.7310136495;29177050;48.4341793103, -4.7310136495;AREVA NP Usine de Chalon Saint Marcel
Ammoniac (NH3);107600;48.5412930564, -4.6574127948;29178029;48.5412930564, -4.6574127948;HAMON Michel (SCEA LES CAMELIAS)
Ammoniac (NH3);67400;48.4534983846, -4.14185284355;29180060;48.4534983846, -4.14185284355;LHOIST FRANCE OUEST
Ammoniac (NH3);10800;48.6285150712, -3.98722636695;29184011;48.6285150712, -3.98722636695;SCEA LE MENE
Ammoniac (NH3);42900;48.5618238748, -4.14038764243;29187074;48.5618238748, -4.14038764243;ISDND de Hesse
Ammoniac (NH3);74200;48.6065506172, -4.50746118243;29195011;48.6065506172, -4.50746118243;SCEA PIRON
Ammoniac (NH3);12100;48.6065506172, -4.50746118243;29195159;48.6065506172, -4.50746118243;JAULME StÃ©phane
Ammoniac (NH3);143000;48.5247253744, -4.59895150296;29196041;48.5247253744, -4.59895150296;SCUC Chaufferie du Palais
Ammoniac (NH3);54900;48.5247253744, -4.59895150296;29196113;48.5247253744, -4.59895150296;CAVE LES VIGNERONS DE GRIMAUD
Ammoniac (NH3);35100;48.5687911268, -3.70234837016;29199316;48.5687911268, -3.70234837016;SCEA CORNEC
Ammoniac (NH3);105400;48.6174614567, -4.21109598465;29206050;48.6174614567, -4.21109598465;BOUTET-NICOLAS
Ammoniac (NH3);14000;48.5097337285, -4.68729662809;29208092;48.5097337285, -4.68729662809;SA PERRIN ET Fils
Ammoniac (NH3);121700;48.5786849555, -4.03765793667;29210011;48.5786849555, -4.03765793667;POINTVIANDES
Ammoniac (NH3);171000;48.5786849555, -4.03765793667;29210205;48.5786849555, -4.03765793667;SICABAT
Ammoniac (NH3);145900;48.5786849555, -4.03765793667;29210224;48.5786849555, -4.03765793667;ArcelorMittal Stainless and Nickel Alloys Wire
Ammoniac (NH3);43200;48.5786849555, -4.03765793667;29210228;48.5786849555, -4.03765793667;SYNTEANE (SAINTES)
Ammoniac (NH3);119500;48.5963152856, -4.11153071169;29213098;48.5963152856, -4.11153071169;CAPY BERNARD
Ammoniac (NH3);77800;48.0434060886, -4.32729583824;29224030;48.0434060886, -4.32729583824;JUY
Ammoniac (NH3);77100;48.0434060886, -4.32729583824;29224118;48.0434060886, -4.32729583824;Ateliers sans FrontiÃ¨res
Ammoniac (NH3);80100;48.0250697977, -4.60907465815;29228019;48.0250697977, -4.60907465815;Base aÃ©rienne 701
Ammoniac (NH3);23600;48.1135705751, -4.12104970148;29229018;48.1135705751, -4.12104970148;ELECTROPOLI PRODUCTION SITE ST DIZIER
Ammoniac (NH3);26600;47.9595617684, -3.5358315598;29230188;47.9595617684, -3.5358315598;DELPHARM REIMS
Hydrochlorofluorocarbures (HCFC);1609;47.8858104614, -3.69794130497;29236010;47.8858104614, -3.69794130497;Commerce (MoÃ«t & Chandon)
Ammoniac (NH3);35900;48.6024017217, -4.36714582776;29248097;48.6024017217, -4.36714582776;Centre industriel de regroupement -  d'entreposage et de stockage (Cires)
Ammoniac (NH3);41100;48.6931377315, -3.7740185669;29251074;48.6931377315, -3.7740185669;CHEMETALL SAS
Ammoniac (NH3);48000;48.647384624, -3.71693596331;29251115;48.647384624, -3.71693596331;YARA France
Ammoniac (NH3);11500;48.431252157, -4.62297878201;29260004;48.431252157, -4.62297878201;POLYFILMS SAS
Ammoniac (NH3);33500;47.9674137649, -3.93540997819;29272018;47.9674137649, -3.93540997819;G.E.D.O Groupement des enrobeurs de l'oise
Ammoniac (NH3);22000;48.4319952843, -3.67974642517;29275038;48.4319952843, -3.67974642517;PROTEC-METAUX
Ammoniac (NH3);22200;48.4055220731, -4.07796749198;29277228;48.4055220731, -4.07796749198;Centre de Valorisation de DÃ©chets (CVD)
Ammoniac (NH3);24400;48.1920222894, -3.71695515876;29278069;48.1920222894, -3.71695515876;SAFISIS
Ammoniac (NH3);82000;48.2314104132, -4.35679060921;29280032;48.2314104132, -4.35679060921;EUROPAC PAPETERIE DE ROUEN
Ammoniac (NH3);73200;48.3936516126, -4.13105544008;29294043;48.3936516126, -4.13105544008;SOVAB
Ammoniac (NH3);129200;48.2837871435, -4.10679951196;29302030;48.2837871435, -4.10679951196;OMNOVA Solutions
Ammoniac (NH3);20400;43.8593153322, 4.44563183802;30156013;43.8593153322, 4.44563183802;LUR BERRI - Came
Ammoniac (NH3);25100;44.1006812184, 4.15446944393;30165006;44.1006812184, 4.15446944393;GACHES Chimie
Ammoniac (NH3);94600;44.1155773742, 4.04921410538;30270011;44.1155773742, 4.04921410538;64148
Ammoniac (NH3);44600;43.7697167275, 1.2937409726;31232004;43.7697167275, 1.2937409726;CEMEX Granulats Sud Ouest
Ammoniac (NH3);24500;43.4358602718, 0.266543088437;32020726;43.4358602718, 0.266543088437;FORGES DE TRIE-CHATEAU
Ammoniac (NH3);198900;43.7030623448, -0.237253112556;32027180;43.7030623448, -0.237253112556;Tereos Benp
Ammoniac (NH3);110500;43.4551693411, 0.43642286421;32042088;43.4551693411, 0.43642286421;ARDEA
Ammoniac (NH3);327900;43.8392761878, 0.727431063653;32066902;43.8392761878, 0.727431063653;SOBOTRAM TRANSPORT ET LOGISTIQUE
Ammoniac (NH3);24100;43.8153203354, 0.688883510004;32101721;43.8153203354, 0.688883510004;JURA TERROIR SAS
Hydrochlorofluorocarbures (HCFC);200;44.4400016838, 0.245000005407;33036002;44.4400016838, 0.245000005407;MANUFACTURE MODERNE D'ENVELOPPES
Ammoniac (NH3);45900;48.5314574095, -2.00686322209;33997129;48.5314574095, -2.00686322209;CHROMATLANTIQUE INDUSTRIEL
Ammoniac (NH3);127800;48.4276761551, -1.57224279261;35019296;48.4276761551, -1.57224279261;STE EXPLOITATION DES CARRIERES (SEC)
Ammoniac (NH3);65500;47.9716118749, -1.40250562913;35028095;47.9716118749, -1.40250562913;SANI OUEST
Ammoniac (NH3);114300;48.047635831, -1.86849040175;35037185;48.047635831, -1.86849040175;GRTgaz - Station de compression d'ENTRE-DEUX-GUIERS
Ammoniac (NH3);60400;48.0090918492, -1.08990952031;35042088;48.0090918492, -1.08990952031;STIG
Ammoniac (NH3);75100;48.2256321696, -1.17846777503;35072229;48.2256321696, -1.17846777503;Neltec Europe SAS
Ammoniac (NH3);17700;47.8748232812, -2.0851535867;35084066;47.8748232812, -2.0851535867;TECHNYGIENE
Ammoniac (NH3);138400;48.4078479681, -1.75243891682;35085373;48.4078479681, -1.75243891682;Groupe Ecole SupÃ©rieure d'IngÃ©nieurs de Marseille
Ammoniac (NH3);10900;47.7632784442, -1.68812479335;35098134;47.7632784442, -1.68812479335;AIXOR ANJOLY 1
Ammoniac (NH3);27700;47.8528519837, -2.00488080628;35111078;47.8528519837, -2.00488080628;SAINT-GOBAIN DESJONQUERES Usine de SUCY EN BRIE
Ammoniac (NH3);85600;47.7235843294, -1.73232998677;35124267;47.7235843294, -1.73232998677;MANURHIN DEFENSE
Ammoniac (NH3);57800;47.8245422409, -1.84272237076;35129067;47.8245422409, -1.84272237076;SOFRICA
Ammoniac (NH3);44800;48.128814285, -2.03430708105;35133029;48.128814285, -2.03430708105;EARL ROCHERIE
Ammoniac (NH3);87600;48.2857240349, -1.93186190696;35180123;48.2857240349, -1.93186190696;SCEA AVICHAIR
Hydrochlorofluorocarbures (HCFC);513;48.6397574061, -2.00753607797;35288008;48.6397574061, -2.00753607797;Elevage de la MichaudiÃ¨re
Ammoniac (NH3);14700;47.7755677973, -2.08086874329;35328253;47.7755677973, -2.08086874329;TOUDIC HervÃ©
Ammoniac (NH3);71200;46.6745788401, 1.79473045528;36030018;46.6745788401, 1.79473045528;CHARRIER Jacques
Ammoniac (NH3);94800;47.0103146947, 1.40928122178;36086073;47.0103146947, 1.40928122178;Elevage de la MichaudiÃ¨re
Ammoniac (NH3);25200;47.0729771532, 1.65639283111;36156758;47.0729771532, 1.65639283111;SCEA des Basses hayettes
Ammoniac (NH3);13800;46.9922529396, 0.918968475294;37026312;46.9922529396, 0.918968475294;Elevage de la Ferme MALIN (La Maison Rouge)
Ammoniac (NH3);72900;46.8415773261, 0.807206231676;37048039;46.8415773261, 0.807206231676;Bruno Halle
Ammoniac (NH3);181000;47.0547265408, 0.624461763459;37098303;47.0547265408, 0.624461763459;SA CARLIER PRODUCTION
Ammoniac (NH3);72800;47.6644287901, 0.753358959952;37116310;47.6644287901, 0.753358959952;Chaufferie des Aygalades
Ammoniac (NH3);21400;47.6503583303, 0.528776167024;37274008;47.6503583303, 0.528776167024;CommunautÃ© de Commune du Pays de Pierrefort
Ammoniac (NH3);200600;45.1438155389, 5.28235813005;38095110;45.1438155389, 5.28235813005;AUDIA SA
Ammoniac (NH3);163200;45.7775636218, 5.28201155979;38104578;45.7775636218, 5.28201155979;Ugine & ALZ
Ammoniac (NH3);20400;45.75920482, 5.25449406697;38210020;45.75920482, 5.25449406697;LACROIX
Ammoniac (NH3);162800;45.7282424302, 5.48853112761;38227023;45.7282424302, 5.48853112761;SETILA S.A.
Ammoniac (NH3);44800;45.5560968313, 5.48158510877;38357033;45.5560968313, 5.48158510877;DESCAMPS S.A. Usine de Noyelles / Selle
Ammoniac (NH3);71300;45.0885166751, 5.20305023428;38410056;45.0885166751, 5.20305023428;Cuenod
Ammoniac (NH3);23100;45.1812360328, 5.3785722173;38500020;45.1812360328, 5.3785722173;GRANDJEAN Francis
Ammoniac (NH3);133400;47.1356469766, 1.29768603047;39455384;47.1356469766, 1.29768603047;SGI
Ammoniac (NH3);20400;47.3311575426, 1.24326865546;41002189;47.3311575426, 1.24326865546;GAILLIARD
Ammoniac (NH3);11500;47.4342255254, 1.4126705528;41094800;47.4342255254, 1.4126705528;EARL LE DILY
Ammoniac (NH3);27600;47.864924397, 1.14133954962;41175800;47.864924397, 1.14133954962;EMT 25
Ammoniac (NH3);55700;48.0883184759, 0.865102410716;41177118;48.0883184759, 0.865102410716;EntrepÃ´t Port Angot
Ammoniac (NH3);61800;47.8427986435, 1.1662227113;41187800;47.8427986435, 1.1662227113;CHARLES FRERES SA
Ammoniac (NH3);11000;47.8781806455, 0.812204264986;41238900;47.8781806455, 0.812204264986;Laboratoires FUJIFILM
Ammoniac (NH3);18000;47.7569265538, 1.03072774285;41287800;47.7569265538, 1.03072774285;CTVI
Ammoniac (NH3);35700;47.730025537, 1.14420881271;41290800;47.730025537, 1.14420881271;TrÃ©fileries de XERTIGNY
Hydrochlorofluorocarbures (HCFC);20;45.817378706, 4.18475875254;42011001;45.817378706, 4.18475875254;CEREAL PARTNERS FRANCE
Ammoniac (NH3);66700;45.3614388836, 3.2247234094;43121058;45.3614388836, 3.2247234094;La Soie NEYME
Ammoniac (NH3);12500;45.1570794747, 3.54013942681;43188097;45.1570794747, 3.54013942681;Chauffage Urbain de JouÃ© les tours
