NOM_POLLUANT;QUANTITE;COORDONNEE;IDENTIFIANT;COORDONNEE;NOM_DEPARTEMENT
Monoxyde de carbone (CO);1572892;50.7247752171, 1.60314375669;070.02487;50.7247752171, 1.60314375669;MEURTHE-ET-MOSELLE
Acétaldéhyde (aldéhyde acétique â€“ éthanal);362;50.7339232665, 2.57637998753;070.02503;50.7339232665, 2.57637998753;MARNE
Composés organiques volatils non méthaniques (COVNM);527523,76;50.5281019177, 2.64297190202;070.02548;50.5281019177, 2.64297190202;HAUT-RHIN
CO2 Total d'origine non biomasse uniquement;282510;50.4866339318, 2.80846084705;070.02576;50.4866339318, 2.80846084705;HAUT-RHIN
Protoxyde d'azote (N2O);12200;50.2742373098, 3.34473638762;070.02622;50.2742373098, 3.34473638762;HAUTE-MARNE
CO2 Total (CO2 d'origine biomasse et non biomasse);1597800;50.6072173693, 2.98439559949;070.02805;50.6072173693, 2.98439559949;VOSGES
Composés organiques volatils non méthaniques (COVNM);280000;50.718169124, 3.1271442861;070.02853;50.718169124, 3.1271442861;MEUSE
Composés organiques volatils non méthaniques (COVNM);445700;50.1923117077, 3.19591316772;070.02879;50.1923117077, 3.19591316772;HAUTE-MARNE
CO2 Total d'origine non biomasse uniquement;715700;50.7149585456, 2.27684873948;070.02964;50.7149585456, 2.27684873948;MEUSE
CO2 Total (CO2 d'origine biomasse et non biomasse);382000;50.7059695126, 2.36742363742;070.02969;50.7059695126, 2.36742363742;BAS-RHIN
Hydroflurocarbures (HFC);1716;50.7322218534, 2.21840715322;070.03109;50.7322218534, 2.21840715322;BAS-RHIN
Dichlorométhane (DCM - chlorure de méthylène);8690;50.0857019902, 3.52604000464;070.03162;50.0857019902, 3.52604000464;ARDENNES
Dioxines et furanes (PCDD + PCDF) (exprimés en iTeq);224,951;50.6400020147, 2.63000000502;070.03219;50.6400020147, 2.63000000502;MOSELLE
Composés organiques volatils non méthaniques (COVNM);1076600;50.4683489585, 2.58810727969;070.03257;50.4683489585, 2.58810727969;PAS-DE-CALAIS
CO2 Total (CO2 d'origine biomasse et non biomasse);864736,094;51.0007377075, 2.21801943841;070.03322;51.0007377075, 2.21801943841;NORD
Antimoine et ses composés (Sb);37,67;51.0267205248, 2.29112118088;070.03347;51.0267205248, 2.29112118088;PAS-DE-CALAIS
Thallium et ses composés;0,01363;50.5500982982, 3.0292368362;070.03356;50.5500982982, 3.0292368362;MARTINIQUE
Hydroflurocarbures (HFC);150;50.1844628346, 3.25568940474;070.03482;50.1844628346, 3.25568940474;MARTINIQUE
Méthane (CH4);685000,02;50.5409660971, 1.90028112844;070.03529;50.5409660971, 1.90028112844;REUNION
CO2 Total d'origine biomasse uniquement;521200;50.7284758979, 2.32927053664;070.03558;50.7284758979, 2.32927053664;REUNION
Composés organiques volatils non méthaniques (COVNM);520800;50.4683090075, 2.60288136553;070.03600;50.4683090075, 2.60288136553;REUNION
Hydroflurocarbures (HFC);190;50.3014956723, 2.73168534118;070.03917;50.3014956723, 2.73168534118;SEINE-ET-MARNE
CO2 Total d'origine non biomasse uniquement;738700;51.0289402107, 2.37150105774;070.03941;51.0289402107, 2.37150105774;SEINE-ET-MARNE
Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2);2323099,485;50.7190020181, 2.31200000514;070.04138;50.7190020181, 2.31200000514;SEINE-ET-MARNE
Hydroflurocarbures (HFC);854;50.5233191993, 2.62856030179;070.04514;50.5233191993, 2.62856030179;SEINE-ET-MARNE
Dichlorométhane (DCM - chlorure de méthylène);43020;51.010144604, 2.34247311249;070.04733;51.010144604, 2.34247311249;SEINE-ET-MARNE
Hydroflurocarbures (HFC);1469;50.9444890135, 1.80780127246;070.05433;50.9444890135, 1.80780127246;SEINE-ET-MARNE
Méthane (CH4);27867693,3;27.3628209126, -1.99708664698;071.00063;27.3628209126, -1.99708664698;SEINE-ET-MARNE
CO2 Total d'origine biomasse uniquement;5207800;27.7217349669, -1.83513834345;071.00070;27.7217349669, -1.83513834345;EURE
Composés organiques volatils non méthaniques (COVNM);457100;27.7092455724, -2.1236311372;071.00079;27.7092455724, -2.1236311372;EURE
CO2 Total (CO2 d'origine biomasse et non biomasse);90381000;27.7074931364, -1.78589602217;071.00081;27.7074931364, -1.78589602217;CALVADOS
CO2 Total (CO2 d'origine biomasse et non biomasse);76962695,23;27.7074931364, -1.78589602217;071.00121;27.7074931364, -1.78589602217;ORNE
Chlore;7791;27.7092455724, -2.1236311372;071.00125;27.7092455724, -2.1236311372;CALVADOS
Nickel et ses composés (Ni);79800725,46;27.7092455724, -2.1236311372;071.00593;27.7092455724, -2.1236311372;CALVADOS
CO2 Total d'origine non biomasse uniquement;1404900;27.7092455724, -2.1236311372;071.00701;27.7092455724, -2.1236311372;CALVADOS
Antimoine et ses composés (Sb);6345957,6;27.7127957134, -2.10658576545;071.01355;27.7127957134, -2.10658576545;CALVADOS
Hydroflurocarbures (HFC);140837;46.1575049785, -1.1524754152;072.01099;46.1575049785, -1.1524754152;CALVADOS
Composés organiques volatils non méthaniques (COVNM);37800;46.5569444416, 0.313055564898;072.01120;46.5569444416, 0.313055564898;SEINE-ET-MARNE
Zinc et ses composés (Zn);2321429;46.8759755683, 0.564779481581;072.01158;46.8759755683, 0.564779481581;SEINE-ET-MARNE
CO2 Total d'origine biomasse uniquement;5138540;45.3166974137, -0.150010971006;072.01173;45.3166974137, -0.150010971006;YONNE
CO2 Total (CO2 d'origine biomasse et non biomasse);743809,97;46.5666999999, 0.300000003436;072.01205;46.5666999999, 0.300000003436;OISE
CO2 Total (CO2 d'origine biomasse et non biomasse);123162,5;45.9478551207, -0.935157718602;072.01208;45.9478551207, -0.935157718602;VAL-DE-MARNE
Acide fluorhydrique (flurorure d'hydrogène);15,46;45.8639711174, 0.532556305393;072.01225;45.8639711174, 0.532556305393;VAL-DE-MARNE
CO2 Total (CO2 d'origine biomasse et non biomasse);484295,74;45.6166999959, 0.100000003073;072.01226;45.6166999959, 0.100000003073;VAL-DE-MARNE
Composés organiques volatils non méthaniques (COVNM);204000;45.8146247069, -0.559612583025;072.01264;45.8146247069, -0.559612583025;ORNE
CO2 Total (CO2 d'origine biomasse et non biomasse);521200;46.6270018123, 0.36400000554;072.01267;46.6270018123, 0.36400000554;HAUTS-DE-SEINE
CO2 Total (CO2 d'origine biomasse et non biomasse);1442700;45.8833094213, 0.573868397881;072.01287;45.8833094213, 0.573868397881;YVELINES
Méthane (CH4);8283000;45.1817861753, -0.22750678477;072.01294;45.1817861753, -0.22750678477;EURE-ET-LOIR
CO2 Total (CO2 d'origine biomasse et non biomasse);1683400;45.6081519739, 0.10188406345;072.01297;45.6081519739, 0.10188406345;EURE-ET-LOIR
Composés organiques volatils non méthaniques (COVNM);258600;45.6307117033, 0.0741955808371;072.01300;45.6307117033, 0.0741955808371;LOIR-ET-CHER
Trichloroéthylène (TRI);32620;45.9578310026, -0.962363004734;072.01311;45.9578310026, -0.962363004734;LOIR-ET-CHER
Méthanol (alcool méthylique);535;46.3033017942, 0.996449005275;072.01312;46.3033017942, 0.996449005275;INDRE-ET-LOIRE
Composés organiques volatils non méthaniques (COVNM);1106330,346;47.0005018331, 0.205530005632;072.01319;47.0005018331, 0.205530005632;SARTHE
Composés organiques volatils non méthaniques (COVNM);13123285,57;46.1575049785, -1.1524754152;072.01328;46.1575049785, -1.1524754152;SARTHE
CO2 Total (CO2 d'origine biomasse et non biomasse);579823;45.2667000035, 0.166667002351;072.01362;45.2667000035, 0.166667002351;SARTHE
CO2 Total (CO2 d'origine biomasse et non biomasse);26600;46.4859391398, 0.31220784043;072.01366;46.4859391398, 0.31220784043;SARTHE
CO2 Total (CO2 d'origine biomasse et non biomasse);282700;46.5832999984, 0.333333008705;072.01374;46.5832999984, 0.333333008705;ORNE
Composés organiques volatils non méthaniques (COVNM);881000;45.6949949957, -0.326584073096;072.01380;45.6949949957, -0.326584073096;ESSONNE
Composés organiques volatils non méthaniques (COVNM);253200;45.8786642597, 0.147603915299;072.01391;45.8786642597, 0.147603915299;LOIRET
Composés organiques volatils non méthaniques (COVNM);342300;45.6734505746, 0.173554134484;072.01392;45.6734505746, 0.173554134484;EURE-ET-LOIR
Composés organiques volatils non méthaniques (COVNM);1828700;45.6500017562, 0.150000005542;072.01394;45.6500017562, 0.150000005542;LOIR-ET-CHER
Composés organiques volatils non méthaniques (COVNM);523595;46.6425116014, 0.117392211166;072.01405;46.6425116014, 0.117392211166;EURE-ET-LOIR
Composés organiques volatils non méthaniques (COVNM);616900;46.9020018278, 0.576600005482;072.01406;46.9020018278, 0.576600005482;EURE-ET-LOIR
CO2 Total (CO2 d'origine biomasse et non biomasse);389500;45.800000004, -0.266666988388;072.01450;45.800000004, -0.266666988388;LOIR-ET-CHER
Hydroflurocarbures (HFC);6285;46.3402017961, 0.25000000556;072.01462;46.3402017961, 0.25000000556;HAUTES-PYRENEES
Composés organiques volatils non méthaniques (COVNM);1388200;46.4839570199, 0.299487300951;072.01479;46.4839570199, 0.299487300951;RHONE
Méthane (CH4);2745013;46.4404540209, 0.42445486641;072.01482;46.4404540209, 0.42445486641;SAONE-ET-LOIRE
Hydrochlorofluorocarbures (HCFC);30,6;45.662896091, 0.191001236696;072.01491;45.662896091, 0.191001236696;ALLIER
Composés organiques volatils non méthaniques (COVNM);772200;46.9023291966, 0.579168289348;072.01494;46.9023291966, 0.579168289348;SAVOIE
Acide fluorhydrique (flurorure d'hydrogène);11899,7;46.595760944, 0.308493962462;072.01506;46.595760944, 0.308493962462;HAUTE-GARONNE
Protoxyde d'azote (N2O);544301;45.8500202562, 0.567954117881;072.01508;45.8500202562, 0.567954117881;SAONE-ET-LOIRE
CO2 Total d'origine non biomasse uniquement;30754582,91;45.6147378429, 0.104036972541;072.01529;45.6147378429, 0.104036972541;PYRENEES-ATLANTIQUES
Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2);43297532,93;46.8332999967, -0.149999995976;072.01542;46.8332999967, -0.149999995976;GARD
Composés organiques volatils non méthaniques (COVNM);2208000;45.7223512136, -0.345104109568;072.01557;45.7223512136, -0.345104109568;GARD
CO2 Total (CO2 d'origine biomasse et non biomasse);674100;46.8666999981, -0.59999998981;072.01587;46.8666999981, -0.59999998981;TARN
Composés organiques volatils non méthaniques (COVNM);249500;45.6949949957, -0.326584073096;072.01591;45.6949949957, -0.326584073096;LOT
Chlore et composés inorganiques (HCl);216160,0004;48.8608346676, 2.34527757247;072.01636;48.8608346676, 2.34527757247;AVEYRON
Nickel et ses composés (Ni);16421672,8;45.6728999955, -0.308999991275;072.01655;45.6728999955, -0.308999991275;GARD
CO2 Total (CO2 d'origine biomasse et non biomasse);10753966;45.6496872903, 0.105567257372;072.01656;45.6496872903, 0.105567257372;GARD
Composés organiques volatils non méthaniques (COVNM);9700000;45.4708321137, -0.152839336484;072.01670;45.4708321137, -0.152839336484;AVEYRON
Composés organiques volatils non méthaniques (COVNM);139100;46.7255530865, 0.432318592157;072.01731;46.7255530865, 0.432318592157;AVEYRON
Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2);464400;46.1282847608, 0.105199028434;072.01774;46.1282847608, 0.105199028434;AVEYRON
CO2 Total (CO2 d'origine biomasse et non biomasse);40400;46.6650381795, -0.0161002868306;072.01781;46.6650381795, -0.0161002868306;GERS
Composés organiques volatils non méthaniques (COVNM);3114000;45.6733081708, -0.366496528164;072.01802;45.6733081708, -0.366496528164;TARN
Composés organiques volatils non méthaniques (COVNM);6694000;45.6949949957, -0.326584073096;072.01807;45.6949949957, -0.326584073096;HAUTE-GARONNE
CO2 Total d'origine biomasse uniquement;2788577,3;45.1929684671, -0.226559189446;072.01820;45.1929684671, -0.226559189446;AVEYRON
Composés organiques volatils non méthaniques (COVNM);386100;46.9011018276, 0.233708005613;072.01944;46.9011018276, 0.233708005613;HAUTE-LOIRE
Composés organiques volatils non méthaniques (COVNM);847600;46.8877911248, -0.743583419411;072.01973;46.8877911248, -0.743583419411;PUY-DE-DOME
Composés organiques volatils non méthaniques (COVNM);394800;45.6712929463, -0.314074512995;072.02100;45.6712929463, -0.314074512995;DROME
Méthane (CH4);4405000,154;46.2795157908, 0.359027482627;072.02157;46.2795157908, 0.359027482627;HAUTE-LOIRE
CO2 Total d'origine biomasse uniquement;11528600,29;46.8083102399, 0.623017984585;072.02158;46.8083102399, 0.623017984585;PUY-DE-DOME
Composés organiques volatils non méthaniques (COVNM);74700;46.8518028185, -0.46400357772;072.02170;46.8518028185, -0.46400357772;AIN
Composés organiques volatils non méthaniques (COVNM);1411200;45.640084378, 0.19868938924;072.02185;45.640084378, 0.19868938924;DROME
Composés organiques volatils non méthaniques (COVNM);40600;46.7448976714, -0.476609489584;072.02250;46.7448976714, -0.476609489584;AIN
Dichlorométhane (DCM - chlorure de méthylène);12930,2;46.3208501226, -0.465642486721;072.02566;46.3208501226, -0.465642486721;ARDECHE
Méthane (CH4);1052000;46.6670903964, 0.403761107914;072.02575;46.6670903964, 0.403761107914;ISERE
CO2 Total d'origine biomasse uniquement;5819854,74;46.2241415591, 0.647484244785;072.02617;46.2241415591, 0.647484244785;PUY-DE-DOME
Hydrochlorofluorocarbures (HCFC);3503,118;46.8162204907, 0.539739742115;072.02625;46.8162204907, 0.539739742115;ISERE
Composés organiques volatils non méthaniques (COVNM);1126300;45.662896091, 0.191001236696;072.02768;45.662896091, 0.191001236696;LOIRE
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);1364000;45.6350181753, 0.347184063259;072.02944;45.6350181753, 0.347184063259;PUY-DE-DOME
CO2 Total (CO2 d'origine biomasse et non biomasse);1993000;45.6643729871, 0.239051694162;072.02957;45.6643729871, 0.239051694162;RHONE
Hydrochlorofluorocarbures (HCFC);795,45;46.5700018091, 0.370000005534;072.03105;46.5700018091, 0.370000005534;AUDE
CO2 Total d'origine non biomasse uniquement;1006527,2;46.5797559287, 0.349671688986;072.03207;46.5797559287, 0.349671688986;GARD
Méthane (CH4);2106012,4;45.7577787624, -0.273005994287;072.03525;45.7577787624, -0.273005994287;HERAULT
Méthane (CH4);1209000;45.7232907606, 0.581241005385;072.03533;45.7232907606, 0.581241005385;AVEYRON
CO2 Total (CO2 d'origine biomasse et non biomasse);973743,205;46.1533579002, -1.19600700247;072.03654;46.1533579002, -1.19600700247;ARIEGE
Antimoine et ses composés (Sb);6125,007;45.6834303929, 0.22320354281;072.03658;45.6834303929, 0.22320354281;AVEYRON
Composés organiques volatils non méthaniques (COVNM);617100;45.6627027566, -0.966270994025;072.04009;45.6627027566, -0.966270994025;TARN
Phénols (Ctotal);45193,2;45.9330478873, -0.956276845032;072.04034;45.9330478873, -0.956276845032;HERAULT
Composés organiques volatils non méthaniques (COVNM);573800;46.2277675271, -0.881288120085;072.04397;46.2277675271, -0.881288120085;HAUTE-GARONNE
Composés organiques volatils non méthaniques (COVNM);351500;45.6932905676, -0.333902572251;072.04429;45.6932905676, -0.333902572251;AVEYRON
Composés organiques volatils non méthaniques (COVNM);2960000;45.6760655347, -0.398285870293;072.04479;45.6760655347, -0.398285870293;HAUTE-GARONNE
Composés organiques volatils non méthaniques (COVNM);519800;45.6129417956, -0.306946392716;072.04566;45.6129417956, -0.306946392716;LOZERE
Composés organiques volatils non méthaniques (COVNM);489900;45.6949949957, -0.326584073096;072.04569;45.6949949957, -0.326584073096;TARN
CO2 Total (CO2 d'origine biomasse et non biomasse);179400;46.5797559287, 0.349671688986;072.04930;46.5797559287, 0.349671688986;HAUTES-PYRENEES
Composés organiques volatils non méthaniques (COVNM);752200;45.6702675081, -0.14910570452;072.05082;45.6702675081, -0.14910570452;AVEYRON
Composés organiques volatils non méthaniques (COVNM);173500;45.6949949957, -0.326584073096;072.05101;45.6949949957, -0.326584073096;LOT
Composés organiques volatils non méthaniques (COVNM);302600;45.617451171, -0.219374193492;072.05126;45.617451171, -0.219374193492;GERS
Composés organiques volatils non méthaniques (COVNM);120300;45.6949949957, -0.326584073096;072.05423;45.6949949957, -0.326584073096;GARD
Composés organiques volatils non méthaniques (COVNM);457600;45.6815314289, -0.171971163609;072.05679;45.6815314289, -0.171971163609;HERAULT
Composés organiques volatils non méthaniques (COVNM);983000;45.6962991689, -0.135978268479;072.05681;45.6962991689, -0.135978268479;AVEYRON
Composés organiques volatils non méthaniques (COVNM);1096000;45.6966813424, -0.136199154339;072.05682;45.6966813424, -0.136199154339;ARIEGE
Composés organiques volatils non méthaniques (COVNM);294300;45.6815314289, -0.171971163609;072.05733;45.6815314289, -0.171971163609;GARD
CO2 Total d'origine non biomasse uniquement;594903,85;45.9060297713, 0.981345005249;072.05801;45.9060297713, 0.981345005249;HERAULT
CO2 Total d'origine non biomasse uniquement;48648,622;46.1073954391, -0.752160472726;072.05804;46.1073954391, -0.752160472726;LOZERE
CO2 Total d'origine biomasse uniquement;214430,98;45.9879416788, -0.395551000072;072.05805;45.9879416788, -0.395551000072;GARD
Composés organiques volatils non méthaniques (COVNM);1639000;45.797158318, -0.0541012897236;072.05819;45.797158318, -0.0541012897236;GARD
Composés organiques volatils non méthaniques (COVNM);1168900;46.8182877117, -0.132923342047;072.05910;46.8182877117, -0.132923342047;AVEYRON
Composés organiques volatils non méthaniques (COVNM);194100;45.961501774, -0.961819994001;072.06188;45.961501774, -0.961819994001;GERS
Méthane (CH4);586000;46.4854730592, -0.405056272909;072.06332;46.4854730592, -0.405056272909;GERS
Ammoniac (NH3);2086334,32;46.8759755683, 0.564779481581;072.06396;46.8759755683, 0.564779481581;HAUTES-PYRENEES
Composés organiques volatils non méthaniques (COVNM);426400;45.6503302226, -0.252408511875;072.06712;45.6503302226, -0.252408511875;GERS
Méthane (CH4);2538000;46.9408482409, -0.315311481589;072.07382;46.9408482409, -0.315311481589;GERS
Méthane (CH4);2994000;46.7583758264, -0.348930131624;072.07394;46.7583758264, -0.348930131624;HERAULT
CO2 Total (CO2 d'origine biomasse et non biomasse);249400;46.2143057625, -0.132800573666;072.08217;46.2143057625, -0.132800573666;LOT
CO2 Total d'origine non biomasse uniquement;321200;46.3157258172, 0.237591550174;072.08606;46.3157258172, 0.237591550174;LOT
Monoxyde de carbone (CO);111512536,7;41.9167000003, 8.73333000714;073.00024;41.9167000003, 8.73333000714;TARN
Nickel et ses composés (Ni);60397012,48;42.4832999972, 9.38333000216;073.00025;42.4832999972, 9.38333000216;LOZERE
Méthane (CH4);739000;42.0100759178, 9.32453052666;073.00078;42.0100759178, 9.32453052666;HAUTE-GARONNE
Méthane (CH4);1542000;41.6821447015, 8.95166790971;073.00161;41.6821447015, 8.95166790971;LOZERE
Méthane (CH4);732000;42.166683182, 8.79912857023;073.00220;42.166683182, 8.79912857023;PYRENEES-ORIENTALES
Cobalt et ses composés (Co);851048,6;42.5280015661, 9.44700000228;073.00368;42.5280015661, 9.44700000228;TARN
Composés organiques volatils non méthaniques (COVNM);663500;48.799997148, 2.49787840102;074.02231;48.799997148, 2.49787840102;TARN
CO2 Total (CO2 d'origine biomasse et non biomasse);2697600;48.9375683555, 2.59443641113;074.02241;48.9375683555, 2.59443641113;AUDE
Hydroflurocarbures (HFC);1643;48.8630445748, 2.34655659216;074.02245;48.8630445748, 2.34655659216;LOT
Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2);5069231,16;48.7749999967, 2.51667001113;074.02253;48.7749999967, 2.51667001113;AVEYRON
Hydroflurocarbures (HFC);3549;48.7833000027, 2.40000001124;074.02261;48.7833000027, 2.40000001124;LOT
